DROPOFF_LOCATION_CODE,PICKUP_DAY,PICKUP_HOUR,PICKUP_LOCATION_CODE,PICKUP_MINUTE,PICKUP_MONTH,PICKUP_YEAR,RATE_CODE,TOTAL_AMOUNT,TRIP_DISTANCE,VENDOR_ID
Loc_170,20,7,Loc_234,10,1,2019,GroupRide,11.15,1.6,"Creative Mobile Technologies, LLC"
Loc_75,14,1,Loc_75,29,4,2019,GroupRide,17.15,0.0,"Creative Mobile Technologies, LLC"
Loc_263,31,14,Loc_140,22,5,2019,GroupRide,12.35,1.1,"Creative Mobile Technologies, LLC"
Loc_229,30,23,Loc_142,38,3,2019,GroupRide,16.3,2.54,VeriFone Inc.
Loc_140,11,19,Loc_162,42,3,2019,GroupRide,15.36,1.85,VeriFone Inc.
Loc_129,9,18,Loc_17,18,4,2019,GroupRide,26.8,6.52,VeriFone Inc.
Loc_114,28,13,Loc_234,15,4,2019,GroupRide,10.8,1.25,VeriFone Inc.
Loc_246,13,8,Loc_230,6,1,2019,GroupRide,10.38,1.35,VeriFone Inc.
Loc_262,24,13,Loc_138,47,4,2019,GroupRide,36.42,7.67,VeriFone Inc.
Loc_256,12,0,Loc_148,50,1,2019,GroupRide,15.96,2.4,VeriFone Inc.
Loc_193,21,16,Loc_164,24,2,2019,GroupRide,23.8,3.63,VeriFone Inc.
Loc_236,10,21,Loc_230,43,1,2019,GroupRide,14.15,2.7,"Creative Mobile Technologies, LLC"
Loc_144,26,12,Loc_231,12,6,2019,GroupRide,15.3,1.5,"Creative Mobile Technologies, LLC"
Loc_244,8,13,Loc_239,12,4,2019,GroupRide,20.3,5.6,"Creative Mobile Technologies, LLC"
Loc_249,18,12,Loc_231,0,4,2019,GroupRide,12.36,1.29,VeriFone Inc.
Loc_142,22,14,Loc_230,30,1,2019,GroupRide,6.96,0.5,VeriFone Inc.
Loc_239,6,23,Loc_236,33,1,2019,GroupRide,9.8,1.7,"Creative Mobile Technologies, LLC"
Loc_239,5,18,Loc_233,19,2,2019,GroupRide,28.95,4.2,"Creative Mobile Technologies, LLC"
Loc_48,22,1,Loc_68,53,6,2019,GroupRide,15.8,2.38,VeriFone Inc.
Loc_26,24,12,Loc_43,51,6,2019,GroupRide,56.8,14.4,"Creative Mobile Technologies, LLC"
Loc_143,24,11,Loc_237,52,1,2019,GroupRide,14.14,1.77,VeriFone Inc.
Loc_107,18,13,Loc_234,4,4,2019,GroupRide,12.36,0.55,VeriFone Inc.
Loc_166,24,19,Loc_68,52,5,2019,GroupRide,30.96,4.76,VeriFone Inc.
Loc_42,3,0,Loc_166,8,4,2019,GroupRide,8.3,1.45,VeriFone Inc.
Loc_162,21,12,Loc_162,32,4,2019,GroupRide,9.8,1.19,VeriFone Inc.
Loc_246,27,14,Loc_231,59,6,2019,GroupRide,20.16,2.27,VeriFone Inc.
Loc_234,14,13,Loc_237,36,3,2019,GroupRide,21.0,2.02,VeriFone Inc.
Loc_231,4,12,Loc_263,5,6,2019,GroupRide,33.3,8.07,VeriFone Inc.
Loc_186,8,18,Loc_237,9,3,2019,GroupRide,21.25,2.61,VeriFone Inc.
Loc_138,5,4,Loc_239,27,4,2019,GroupRide,47.3,9.92,VeriFone Inc.
Loc_161,7,10,Loc_186,7,3,2019,GroupRide,17.4,1.33,VeriFone Inc.
Loc_237,8,19,Loc_162,39,5,2019,GroupRide,12.36,1.03,VeriFone Inc.
Loc_237,14,11,Loc_236,40,5,2019,GroupRide,13.3,1.46,VeriFone Inc.
Loc_151,28,18,Loc_166,34,3,2019,GroupRide,9.8,0.7,"Creative Mobile Technologies, LLC"
Loc_119,27,9,Loc_119,58,1,2019,GroupRide,4.3,0.29,VeriFone Inc.
Loc_130,8,21,Loc_132,15,6,2019,GroupRide,23.76,5.03,VeriFone Inc.
Loc_24,11,22,Loc_48,26,1,2019,GroupRide,14.76,2.98,VeriFone Inc.
Loc_112,28,1,Loc_80,55,2,2019,GroupRide,8.8,1.7,"Creative Mobile Technologies, LLC"
Loc_230,8,12,Loc_48,31,2,2019,GroupRide,9.8,0.94,VeriFone Inc.
Loc_139,26,5,Loc_132,32,3,2019,GroupRide,18.8,5.48,VeriFone Inc.
Loc_236,3,13,Loc_237,44,2,2019,GroupRide,8.0,0.5,"Creative Mobile Technologies, LLC"
Loc_231,26,20,Loc_237,38,3,2019,GroupRide,20.68,3.28,VeriFone Inc.
Loc_125,30,9,Loc_163,57,5,2019,GroupRide,20.8,2.99,VeriFone Inc.
Loc_236,4,14,Loc_236,16,1,2019,GroupRide,8.84,0.96,VeriFone Inc.
Loc_168,9,22,Loc_263,6,5,2019,GroupRide,17.3,4.0,"Creative Mobile Technologies, LLC"
Loc_233,29,17,Loc_162,47,6,2019,GroupRide,12.96,1.19,VeriFone Inc.
Loc_141,22,8,Loc_239,36,4,2019,GroupRide,17.16,2.15,VeriFone Inc.
Loc_137,4,2,Loc_114,8,5,2019,GroupRide,13.53,1.9,VeriFone Inc.
Loc_186,6,20,Loc_170,51,5,2019,GroupRide,11.76,0.5,VeriFone Inc.
Loc_90,23,15,Loc_113,21,2,2019,GroupRide,12.36,1.2,VeriFone Inc.
Loc_100,22,14,Loc_161,8,4,2019,GroupRide,13.8,0.8,"Creative Mobile Technologies, LLC"
Loc_83,12,5,Loc_164,32,5,2019,GroupRide,25.8,6.8,"Creative Mobile Technologies, LLC"
Loc_43,13,13,Loc_161,48,4,2019,GroupRide,12.96,1.02,VeriFone Inc.
Loc_217,16,13,Loc_163,57,1,2019,GroupRide,29.8,6.87,VeriFone Inc.
Loc_158,6,21,Loc_249,8,5,2019,GroupRide,10.55,0.5,"Creative Mobile Technologies, LLC"
Loc_82,20,11,Loc_129,36,5,2019,GroupRide,14.8,3.2,"Creative Mobile Technologies, LLC"
Loc_164,27,10,Loc_239,11,3,2019,GroupRide,25.3,2.89,VeriFone Inc.
Loc_148,7,2,Loc_148,32,4,2019,GroupRide,-7.3,0.27,VeriFone Inc.
Loc_140,30,7,Loc_141,9,4,2019,GroupRide,9.36,0.59,VeriFone Inc.
Loc_246,8,9,Loc_90,3,2,2019,GroupRide,12.36,1.02,VeriFone Inc.
Loc_229,21,6,Loc_163,56,6,2019,GroupRide,12.35,0.9,"Creative Mobile Technologies, LLC"
Loc_236,24,19,Loc_236,38,5,2019,GroupRide,10.38,0.59,VeriFone Inc.
Loc_163,1,21,Loc_68,12,6,2019,GroupRide,14.76,1.63,VeriFone Inc.
Loc_90,1,18,Loc_233,3,3,2019,GroupRide,17.8,1.95,VeriFone Inc.
Loc_158,17,22,Loc_231,37,1,2019,GroupRide,10.56,1.52,VeriFone Inc.
Loc_162,26,12,Loc_262,50,3,2019,GroupRide,13.55,2.0,"Creative Mobile Technologies, LLC"
Loc_113,22,20,Loc_144,51,1,2019,GroupRide,9.96,1.16,VeriFone Inc.
Loc_90,18,23,Loc_162,31,3,2019,GroupRide,16.56,2.06,VeriFone Inc.
Loc_79,16,17,Loc_79,34,2,2019,GroupRide,8.3,0.6,"Creative Mobile Technologies, LLC"
Loc_125,18,1,Loc_246,32,2,2019,GroupRide,14.3,2.2,"Creative Mobile Technologies, LLC"
Loc_143,24,2,Loc_246,15,2,2019,GroupRide,12.3,2.38,VeriFone Inc.
Loc_236,13,12,Loc_237,41,3,2019,GroupRide,13.56,1.68,VeriFone Inc.
Loc_13,13,13,Loc_125,42,2,2019,GroupRide,10.8,1.22,VeriFone Inc.
Loc_143,6,12,Loc_161,11,5,2019,GroupRide,15.96,1.9,"Creative Mobile Technologies, LLC"
Loc_163,13,20,Loc_158,16,4,2019,GroupRide,20.8,2.8,"Creative Mobile Technologies, LLC"
Loc_137,4,14,Loc_100,46,3,2019,GroupRide,13.8,1.3,"Creative Mobile Technologies, LLC"
Loc_230,8,10,Loc_246,34,2,2019,GroupRide,17.76,1.19,VeriFone Inc.
Loc_79,11,16,Loc_229,16,4,2019,GroupRide,14.8,2.2,VeriFone Inc.
Loc_224,28,22,Loc_230,36,6,2019,GroupRide,14.76,2.4,VeriFone Inc.
Loc_262,16,0,Loc_234,40,3,2019,GroupRide,24.95,4.5,"Creative Mobile Technologies, LLC"
Loc_90,24,20,Loc_211,0,1,2019,GroupRide,11.15,1.4,"Creative Mobile Technologies, LLC"
Loc_223,26,2,Loc_141,53,1,2019,GroupRide,19.55,4.1,"Creative Mobile Technologies, LLC"
Loc_234,26,14,Loc_209,14,6,2019,GroupRide,19.56,2.67,VeriFone Inc.
Loc_230,11,15,Loc_231,32,1,2019,GroupRide,18.8,4.1,"Creative Mobile Technologies, LLC"
Loc_224,23,16,Loc_144,31,2,2019,GroupRide,17.3,2.2,VeriFone Inc.
Loc_142,27,19,Loc_142,55,4,2019,GroupRide,9.13,0.65,VeriFone Inc.
Loc_164,13,3,Loc_68,14,1,2019,GroupRide,9.36,1.09,VeriFone Inc.
Loc_255,1,14,Loc_132,0,6,2019,GroupRide,53.8,16.1,"Creative Mobile Technologies, LLC"
Loc_13,21,16,Loc_246,54,6,2019,GroupRide,24.36,2.8,VeriFone Inc.
Loc_234,6,11,Loc_186,1,2,2019,GroupRide,27.85,1.7,"Creative Mobile Technologies, LLC"
Loc_230,9,7,Loc_238,59,4,2019,GroupRide,15.8,2.0,VeriFone Inc.
Loc_161,8,11,Loc_236,20,5,2019,GroupRide,14.8,1.8,"Creative Mobile Technologies, LLC"
Loc_163,4,9,Loc_162,43,5,2019,GroupRide,10.3,1.43,VeriFone Inc.
Loc_234,12,15,Loc_163,20,3,2019,GroupRide,18.96,2.02,VeriFone Inc.
Loc_161,15,21,Loc_24,7,5,2019,GroupRide,21.3,3.76,VeriFone Inc.
Loc_144,22,22,Loc_113,29,1,2019,GroupRide,7.3,1.1,VeriFone Inc.
Loc_162,3,22,Loc_48,17,2,2019,GroupRide,12.96,1.47,VeriFone Inc.
Loc_142,11,14,Loc_90,18,5,2019,GroupRide,18.36,2.59,VeriFone Inc.
Loc_170,8,1,Loc_237,55,3,2019,GroupRide,12.3,1.6,"Creative Mobile Technologies, LLC"
Loc_107,29,23,Loc_249,20,4,2019,GroupRide,13.57,1.94,VeriFone Inc.
Loc_138,8,18,Loc_163,42,3,2019,GroupRide,66.67,11.84,VeriFone Inc.
Loc_170,11,14,Loc_50,56,2,2019,GroupRide,14.15,1.6,"Creative Mobile Technologies, LLC"
Loc_48,24,15,Loc_68,43,5,2019,GroupRide,16.62,1.67,VeriFone Inc.
Loc_263,28,22,Loc_162,19,2,2019,GroupRide,18.96,2.18,VeriFone Inc.
Loc_140,26,22,Loc_186,8,2,2019,GroupRide,17.3,2.8,"Creative Mobile Technologies, LLC"
Loc_68,22,20,Loc_24,13,6,2019,GroupRide,29.3,5.8,"Creative Mobile Technologies, LLC"
Loc_162,18,12,Loc_68,32,2,2019,GroupRide,17.15,2.3,"Creative Mobile Technologies, LLC"
Loc_249,5,12,Loc_231,45,3,2019,GroupRide,14.76,1.79,VeriFone Inc.
Loc_164,15,0,Loc_148,40,3,2019,GroupRide,18.59,2.61,VeriFone Inc.
Loc_232,14,8,Loc_193,29,1,2019,GroupRide,24.5,6.1,"Creative Mobile Technologies, LLC"
Loc_33,15,21,Loc_79,30,5,2019,GroupRide,86.3,4.97,VeriFone Inc.
Loc_137,6,20,Loc_100,32,5,2019,GroupRide,14.76,1.44,VeriFone Inc.
Loc_263,3,8,Loc_75,1,4,2019,GroupRide,15.3,1.6,"Creative Mobile Technologies, LLC"
Loc_79,8,20,Loc_125,58,2,2019,GroupRide,13.3,1.36,VeriFone Inc.
Loc_43,30,12,Loc_236,56,5,2019,GroupRide,10.0,0.6,"Creative Mobile Technologies, LLC"
Loc_230,8,19,Loc_48,27,4,2019,GroupRide,11.84,1.0,VeriFone Inc.
Loc_263,26,10,Loc_239,48,1,2019,GroupRide,13.3,2.7,"Creative Mobile Technologies, LLC"
Loc_50,31,16,Loc_68,54,5,2019,GroupRide,16.8,1.2,"Creative Mobile Technologies, LLC"
Loc_142,11,9,Loc_230,37,3,2019,GroupRide,10.3,1.0,"Creative Mobile Technologies, LLC"
Loc_41,6,20,Loc_41,40,3,2019,GroupRide,5.8,0.5,VeriFone Inc.
Loc_257,18,0,Loc_142,36,1,2019,GroupRide,47.87,12.06,VeriFone Inc.
Loc_50,3,6,Loc_230,39,2,2019,GroupRide,12.88,1.37,VeriFone Inc.
Loc_264,21,18,Loc_264,46,1,2019,GroupRide,10.56,1.4,"Creative Mobile Technologies, LLC"
Loc_137,7,13,Loc_137,33,3,2019,GroupRide,8.4,0.52,VeriFone Inc.
Loc_233,19,20,Loc_132,5,6,2019,GroupRide,73.7,17.17,VeriFone Inc.
Loc_170,18,20,Loc_161,49,4,2019,GroupRide,11.3,1.0,"Creative Mobile Technologies, LLC"
Loc_226,3,5,Loc_226,52,4,2019,GroupRide,4.8,0.1,VeriFone Inc.
Loc_140,3,23,Loc_138,55,2,2019,GroupRide,42.67,9.34,VeriFone Inc.
Loc_238,18,11,Loc_138,43,2,2019,GroupRide,45.66,9.2,"Creative Mobile Technologies, LLC"
Loc_152,22,23,Loc_162,44,5,2019,GroupRide,23.3,5.43,VeriFone Inc.
Loc_114,13,8,Loc_114,23,5,2019,GroupRide,6.3,0.21,VeriFone Inc.
Loc_142,12,21,Loc_141,46,3,2019,GroupRide,12.98,1.84,VeriFone Inc.
Loc_161,12,9,Loc_239,21,3,2019,GroupRide,21.8,2.46,VeriFone Inc.
Loc_246,25,6,Loc_229,15,6,2019,GroupRide,18.3,2.3,"Creative Mobile Technologies, LLC"
Loc_246,3,12,Loc_162,1,3,2019,GroupRide,13.3,1.72,VeriFone Inc.
Loc_230,27,18,Loc_113,5,2,2019,GroupRide,17.3,2.4,VeriFone Inc.
Loc_233,5,18,Loc_138,22,6,2019,GroupRide,40.92,8.14,VeriFone Inc.
Loc_237,2,11,Loc_170,15,2,2019,GroupRide,12.88,1.99,VeriFone Inc.
Loc_142,8,7,Loc_186,12,6,2019,GroupRide,14.69,1.59,VeriFone Inc.
Loc_48,7,17,Loc_237,4,1,2019,GroupRide,12.3,2.2,"Creative Mobile Technologies, LLC"
Loc_107,13,15,Loc_211,47,4,2019,GroupRide,17.76,1.93,VeriFone Inc.
Loc_161,31,20,Loc_13,43,5,2019,GroupRide,27.8,6.8,"Creative Mobile Technologies, LLC"
Loc_236,5,21,Loc_114,27,2,2019,GroupRide,23.16,3.95,VeriFone Inc.
Loc_161,13,17,Loc_170,41,6,2019,GroupRide,16.3,0.83,VeriFone Inc.
Loc_234,21,12,Loc_87,30,3,2019,GroupRide,26.75,4.5,"Creative Mobile Technologies, LLC"
Loc_43,7,7,Loc_140,19,5,2019,GroupRide,14.0,1.5,"Creative Mobile Technologies, LLC"
Loc_17,2,4,Loc_66,40,3,2019,GroupRide,9.3,2.16,VeriFone Inc.
Loc_262,4,21,Loc_236,7,3,2019,GroupRide,11.16,1.03,VeriFone Inc.
Loc_41,25,0,Loc_163,25,4,2019,GroupRide,20.76,3.45,VeriFone Inc.
Loc_236,3,21,Loc_163,42,5,2019,GroupRide,14.76,1.96,VeriFone Inc.
Loc_233,6,21,Loc_230,40,3,2019,GroupRide,12.3,1.54,VeriFone Inc.
Loc_229,16,9,Loc_90,49,1,2019,GroupRide,21.96,2.59,VeriFone Inc.
Loc_68,16,21,Loc_48,16,1,2019,GroupRide,8.8,1.16,VeriFone Inc.
Loc_162,26,6,Loc_234,38,2,2019,GroupRide,13.56,1.7,"Creative Mobile Technologies, LLC"
Loc_10,5,21,Loc_132,28,3,2019,GroupRide,52.8,5.29,VeriFone Inc.
Loc_107,13,20,Loc_263,35,2,2019,GroupRide,21.3,3.14,VeriFone Inc.
Loc_230,18,13,Loc_234,24,1,2019,GroupRide,9.36,1.14,VeriFone Inc.
Loc_229,19,9,Loc_143,36,3,2019,GroupRide,21.3,2.7,"Creative Mobile Technologies, LLC"
Loc_212,16,4,Loc_229,52,6,2019,GroupRide,28.3,8.73,VeriFone Inc.
Loc_79,15,19,Loc_125,30,2,2019,GroupRide,17.16,1.6,VeriFone Inc.
Loc_142,5,13,Loc_164,31,4,2019,GroupRide,18.8,2.7,"Creative Mobile Technologies, LLC"
Loc_100,4,15,Loc_234,12,6,2019,GroupRide,12.96,1.36,VeriFone Inc.
Loc_170,15,19,Loc_161,40,1,2019,GroupRide,11.3,1.3,"Creative Mobile Technologies, LLC"
Loc_66,21,12,Loc_231,16,1,2019,GroupRide,7.8,1.6,"Creative Mobile Technologies, LLC"
Loc_68,17,6,Loc_54,49,4,2019,GroupRide,28.55,5.9,"Creative Mobile Technologies, LLC"
Loc_244,22,13,Loc_166,31,1,2019,GroupRide,12.3,2.57,VeriFone Inc.
Loc_100,21,16,Loc_231,5,2,2019,GroupRide,22.55,3.1,"Creative Mobile Technologies, LLC"
Loc_161,11,7,Loc_113,53,4,2019,GroupRide,22.56,2.59,VeriFone Inc.
Loc_13,4,19,Loc_114,31,5,2019,GroupRide,22.0,4.48,VeriFone Inc.
Loc_233,11,4,Loc_148,47,1,2019,GroupRide,16.0,2.72,VeriFone Inc.
Loc_125,27,9,Loc_13,5,2,2019,GroupRide,10.38,1.01,VeriFone Inc.
Loc_127,5,23,Loc_211,6,4,2019,GroupRide,51.95,12.0,"Creative Mobile Technologies, LLC"
Loc_113,18,17,Loc_158,8,1,2019,GroupRide,8.5,0.81,VeriFone Inc.
Loc_79,26,21,Loc_48,35,1,2019,GroupRide,16.8,2.9,"Creative Mobile Technologies, LLC"
Loc_137,22,20,Loc_107,11,1,2019,GroupRide,9.3,1.06,VeriFone Inc.
Loc_237,20,18,Loc_162,56,6,2019,GroupRide,12.43,1.13,VeriFone Inc.
Loc_50,5,7,Loc_186,58,4,2019,GroupRide,13.3,2.07,VeriFone Inc.
Loc_50,25,8,Loc_50,49,3,2019,GroupRide,5.8,0.0,"Creative Mobile Technologies, LLC"
Loc_158,21,13,Loc_114,51,4,2019,GroupRide,10.3,1.39,VeriFone Inc.
Loc_163,22,15,Loc_239,8,4,2019,GroupRide,14.15,1.5,"Creative Mobile Technologies, LLC"
Loc_237,16,15,Loc_236,46,6,2019,GroupRide,7.3,0.7,"Creative Mobile Technologies, LLC"
Loc_234,17,11,Loc_229,4,2,2019,GroupRide,15.96,2.42,VeriFone Inc.
Loc_236,21,18,Loc_75,28,5,2019,GroupRide,9.3,0.94,VeriFone Inc.
Loc_7,24,5,Loc_7,27,5,2019,GroupRide,9.49,1.23,VeriFone Inc.
Loc_239,10,12,Loc_68,33,3,2019,GroupRide,23.76,3.56,VeriFone Inc.
Loc_141,15,23,Loc_164,35,2,2019,GroupRide,11.8,1.8,"Creative Mobile Technologies, LLC"
Loc_233,4,18,Loc_229,52,2,2019,GroupRide,10.8,0.7,VeriFone Inc.
Loc_79,3,22,Loc_113,53,3,2019,GroupRide,9.3,0.67,VeriFone Inc.
Loc_43,5,14,Loc_132,48,3,2019,GroupRide,73.27,20.95,VeriFone Inc.
Loc_97,13,21,Loc_144,19,5,2019,GroupRide,16.8,2.7,"Creative Mobile Technologies, LLC"
Loc_237,5,12,Loc_236,24,3,2019,GroupRide,15.96,0.85,VeriFone Inc.
Loc_50,22,12,Loc_48,29,6,2019,GroupRide,9.95,0.6,"Creative Mobile Technologies, LLC"
Loc_113,19,14,Loc_236,20,3,2019,GroupRide,25.3,4.3,"Creative Mobile Technologies, LLC"
Loc_161,22,17,Loc_234,25,3,2019,GroupRide,16.3,1.33,VeriFone Inc.
Loc_42,11,20,Loc_152,57,1,2019,GroupRide,6.3,0.7,"Creative Mobile Technologies, LLC"
Loc_170,23,10,Loc_249,19,3,2019,GroupRide,13.56,1.81,VeriFone Inc.
Loc_114,10,3,Loc_79,21,2,2019,GroupRide,12.88,0.99,VeriFone Inc.
Loc_161,2,13,Loc_162,32,2,2019,GroupRide,11.16,0.9,VeriFone Inc.
Loc_161,14,0,Loc_230,30,5,2019,GroupRide,9.8,0.84,VeriFone Inc.
Loc_142,18,19,Loc_50,37,2,2019,GroupRide,9.95,0.9,"Creative Mobile Technologies, LLC"
Loc_137,3,23,Loc_142,43,1,2019,GroupRide,14.76,3.07,VeriFone Inc.
Loc_68,27,10,Loc_90,18,2,2019,GroupRide,8.8,0.62,VeriFone Inc.
Loc_24,2,21,Loc_138,13,6,2019,GroupRide,33.92,8.68,VeriFone Inc.
Loc_265,1,15,Loc_264,18,1,2019,GroupRide,192.3,0.0,VeriFone Inc.
Loc_170,8,20,Loc_132,1,4,2019,GroupRide,61.42,19.6,"Creative Mobile Technologies, LLC"
Loc_229,30,18,Loc_163,6,3,2019,GroupRide,8.8,0.7,"Creative Mobile Technologies, LLC"
Loc_79,16,20,Loc_79,4,4,2019,GroupRide,8.3,0.6,"Creative Mobile Technologies, LLC"
Loc_74,3,17,Loc_237,39,5,2019,GroupRide,20.69,2.88,VeriFone Inc.
Loc_161,6,21,Loc_141,3,4,2019,GroupRide,12.3,1.64,VeriFone Inc.
Loc_236,20,23,Loc_141,5,2,2019,GroupRide,9.75,0.53,VeriFone Inc.
Loc_230,11,7,Loc_186,18,1,2019,GroupRide,9.36,1.3,"Creative Mobile Technologies, LLC"
Loc_68,21,20,Loc_114,40,2,2019,GroupRide,17.16,2.53,VeriFone Inc.
Loc_113,23,13,Loc_237,40,2,2019,GroupRide,18.95,2.8,"Creative Mobile Technologies, LLC"
Loc_107,30,0,Loc_90,52,6,2019,GroupRide,11.3,1.09,VeriFone Inc.
Loc_79,8,9,Loc_75,22,4,2019,GroupRide,17.8,5.16,VeriFone Inc.
Loc_74,9,16,Loc_160,20,6,2019,GroupRide,40.42,8.7,"Creative Mobile Technologies, LLC"
Loc_239,20,9,Loc_236,44,3,2019,GroupRide,14.75,1.6,"Creative Mobile Technologies, LLC"
Loc_48,25,0,Loc_90,4,4,2019,GroupRide,13.3,2.18,VeriFone Inc.
Loc_142,26,9,Loc_43,48,4,2019,GroupRide,8.8,0.62,VeriFone Inc.
Loc_239,27,19,Loc_142,20,5,2019,GroupRide,6.8,0.3,"Creative Mobile Technologies, LLC"
Loc_68,17,13,Loc_231,15,1,2019,GroupRide,13.39,1.89,VeriFone Inc.
Loc_141,29,16,Loc_142,32,1,2019,GroupRide,14.76,2.04,VeriFone Inc.
Loc_262,21,16,Loc_141,25,3,2019,GroupRide,11.8,0.9,"Creative Mobile Technologies, LLC"
Loc_229,27,15,Loc_142,25,6,2019,GroupRide,17.76,1.68,VeriFone Inc.
Loc_143,19,20,Loc_170,22,2,2019,GroupRide,20.35,2.5,"Creative Mobile Technologies, LLC"
Loc_79,21,19,Loc_239,35,6,2019,GroupRide,35.16,6.65,VeriFone Inc.
Loc_17,18,17,Loc_88,3,3,2019,GroupRide,28.3,4.6,"Creative Mobile Technologies, LLC"
Loc_163,17,9,Loc_186,9,4,2019,GroupRide,14.76,1.38,VeriFone Inc.
Loc_61,25,0,Loc_132,47,5,2019,GroupRide,34.8,11.38,VeriFone Inc.
Loc_17,27,15,Loc_17,12,1,2019,GroupRide,8.3,1.26,VeriFone Inc.
Loc_48,6,14,Loc_161,32,4,2019,GroupRide,14.76,1.73,VeriFone Inc.
Loc_246,13,10,Loc_158,51,2,2019,GroupRide,11.8,1.3,VeriFone Inc.
Loc_41,4,7,Loc_152,46,4,2019,GroupRide,6.8,1.1,"Creative Mobile Technologies, LLC"
Loc_232,23,1,Loc_79,41,1,2019,GroupRide,9.35,1.4,"Creative Mobile Technologies, LLC"
Loc_236,6,17,Loc_231,28,5,2019,GroupRide,41.15,8.8,"Creative Mobile Technologies, LLC"
Loc_236,8,17,Loc_262,42,2,2019,GroupRide,10.8,1.04,VeriFone Inc.
Loc_68,7,20,Loc_48,33,3,2019,GroupRide,9.96,0.67,VeriFone Inc.
Loc_48,8,0,Loc_141,55,3,2019,GroupRide,14.75,1.5,"Creative Mobile Technologies, LLC"
Loc_263,19,23,Loc_249,52,4,2019,GroupRide,26.16,4.98,VeriFone Inc.
Loc_25,6,14,Loc_50,46,6,2019,GroupRide,50.16,6.06,VeriFone Inc.
Loc_119,30,16,Loc_45,46,4,2019,GroupRide,54.8,13.06,VeriFone Inc.
Loc_246,8,13,Loc_234,3,6,2019,GroupRide,12.96,1.18,VeriFone Inc.
Loc_166,25,19,Loc_236,56,4,2019,GroupRide,16.0,2.0,VeriFone Inc.
Loc_68,12,22,Loc_48,14,6,2019,GroupRide,10.3,1.24,VeriFone Inc.
Loc_90,6,16,Loc_113,42,3,2019,GroupRide,12.85,0.9,"Creative Mobile Technologies, LLC"
Loc_161,14,18,Loc_164,18,2,2019,GroupRide,15.8,1.4,"Creative Mobile Technologies, LLC"
Loc_229,23,13,Loc_148,59,6,2019,GroupRide,12.8,2.88,VeriFone Inc.
Loc_234,3,21,Loc_161,7,5,2019,GroupRide,14.12,1.25,VeriFone Inc.
Loc_170,13,21,Loc_164,38,2,2019,GroupRide,10.38,0.59,VeriFone Inc.
Loc_237,28,11,Loc_239,51,1,2019,GroupRide,14.3,2.39,VeriFone Inc.
Loc_87,9,15,Loc_100,49,2,2019,GroupRide,27.8,5.0,"Creative Mobile Technologies, LLC"
Loc_74,16,12,Loc_142,16,4,2019,GroupRide,25.8,6.09,VeriFone Inc.
Loc_186,8,9,Loc_161,5,1,2019,GroupRide,15.87,1.34,VeriFone Inc.
Loc_236,13,11,Loc_43,34,6,2019,GroupRide,15.3,1.48,VeriFone Inc.
Loc_74,29,14,Loc_238,54,6,2019,GroupRide,20.76,2.89,VeriFone Inc.
Loc_50,4,7,Loc_132,49,3,2019,GroupRide,67.06,18.16,VeriFone Inc.
Loc_236,22,7,Loc_33,4,2,2019,GroupRide,37.56,9.48,VeriFone Inc.
Loc_79,24,10,Loc_246,55,4,2019,GroupRide,26.3,3.8,"Creative Mobile Technologies, LLC"
Loc_87,19,12,Loc_161,22,4,2019,GroupRide,26.8,6.46,VeriFone Inc.
Loc_236,15,13,Loc_237,59,3,2019,GroupRide,11.33,1.7,"Creative Mobile Technologies, LLC"
Loc_170,8,10,Loc_230,20,6,2019,GroupRide,13.3,1.97,VeriFone Inc.
Loc_237,22,14,Loc_137,48,3,2019,GroupRide,15.3,2.22,VeriFone Inc.
Loc_239,9,9,Loc_116,42,3,2019,GroupRide,17.3,3.11,VeriFone Inc.
Loc_141,23,20,Loc_229,50,2,2019,GroupRide,12.95,1.5,"Creative Mobile Technologies, LLC"
Loc_163,18,17,Loc_151,59,5,2019,GroupRide,20.75,2.3,"Creative Mobile Technologies, LLC"
Loc_140,30,0,Loc_239,12,6,2019,GroupRide,12.96,1.43,VeriFone Inc.
Loc_168,22,18,Loc_69,42,4,2019,GroupRide,10.8,1.49,VeriFone Inc.
Loc_148,7,23,Loc_164,55,3,2019,GroupRide,16.8,2.6,"Creative Mobile Technologies, LLC"
Loc_239,27,20,Loc_43,50,2,2019,GroupRide,8.8,0.86,VeriFone Inc.
Loc_234,26,21,Loc_100,19,6,2019,GroupRide,9.3,0.69,VeriFone Inc.
Loc_230,24,10,Loc_132,7,5,2019,GroupRide,61.42,17.9,"Creative Mobile Technologies, LLC"
Loc_43,14,5,Loc_143,38,2,2019,GroupRide,13.55,2.1,"Creative Mobile Technologies, LLC"
Loc_41,3,13,Loc_166,51,3,2019,GroupRide,10.8,1.52,VeriFone Inc.
Loc_170,14,17,Loc_229,13,3,2019,GroupRide,16.3,1.5,"Creative Mobile Technologies, LLC"
Loc_37,7,5,Loc_100,1,4,2019,GroupRide,35.3,8.47,VeriFone Inc.
Loc_229,13,13,Loc_142,44,4,2019,GroupRide,18.96,2.11,VeriFone Inc.
Loc_246,19,21,Loc_234,48,2,2019,GroupRide,11.76,1.09,VeriFone Inc.
Loc_143,29,0,Loc_132,43,1,2019,GroupRide,68.56,22.19,VeriFone Inc.
Loc_125,22,12,Loc_90,2,3,2019,GroupRide,11.16,1.17,VeriFone Inc.
